FID,Route_Name,Route_Numb,Route_Dire,On_Street,At_Street,X,Y
908,Dougall 6,0.000000000000000, ,Country Club,Rodfam,-82.999940075699996,42.241015661500001
909,Dougall 6,0.000000000000000, ,Country Club,Hunt Club,-83.000255915200000,42.242682329799997
910,Dougall 6,0.000000000000000, ,Country Club,Cousineau,-83.001187206200001,42.244487998300002
911,Dougall 6,0.000000000000000, ,Cousineau,Casgrain,-83.008395839599999,42.243360824699998
912,Dougall 6,0.000000000000000, ,Cousineau,Mount Royal,-83.011066036000003,42.242875959300001
913,Dougall 6,0.000000000000000, ,Cousineau,Cousineau Circle,-83.012543618500004,42.242510513100001
914,Dougall 6,0.000000000000000, ,Cousineau,Mount Royal,-83.009462334000006,42.243050641700002
915,Dougall 6,0.000000000000000, ,Cousineau,Casgrain,-83.006738877700002,42.243528539899998
916,Dougall 6,0.000000000000000, ,Cousineau,Country Club,-83.001948351699994,42.244400404200000
917,Dougall 6,0.000000000000000, ,Country Club,Hunt Club,-83.000422913799994,42.242299670800001
918,Dougall 6,0.000000000000000, ,Country Club,Shadetree,-82.999157780900006,42.240597073499998
919,Dougall 6,0.000000000000000, ,Howard,Lake Trail,-82.996522367899999,42.241627306100000
920,Dougall 6,0.000000000000000, ,Howard,North Talbot,-82.996200636200001,42.246523983300001
921,Dougall 6,0.000000000000000, ,Howard,Wallace,-82.995889821600002,42.253370788600002
922,Dougall 6,0.000000000000000, ,Howard,Ducharme,-82.995785299299996,42.255211911799996
923,Dougall 6,0.000000000000000, ,Howard,Morand,-82.995696178800003,42.256712173099999
924,Dougall 6,0.000000000000000, ,Cabana,Howard,-82.996284671400005,42.258717236599999
925,Dougall 6,0.000000000000000, ,Cabana,Huntington,-83.000096556200006,42.257983376900000
926,Dougall 6,0.000000000000000, ,Cabana,Dougall,-83.003523074300006,42.257368103700003
927,Dougall 6,0.000000000000000, ,Dougall,Granada,-83.005515288799998,42.260031080700003
928,Dougall 6,0.000000000000000, ,Dougall,Medina,-83.006781869299999,42.261999882600001
929,Dougall 6,0.000000000000000, ,Dougall,Beals,-83.008081074100005,42.264037977900003
930,Dougall 6,0.000000000000000, ,Dougall,Norfolk,-83.010132937600005,42.267331055699998
931,Dougall 6,0.000000000000000, ,Dougall,Nottingham,-83.011804376300006,42.269952440200001
932,Dougall 6,0.000000000000000, ,Dougall,West Grand,-83.014261744899997,42.273798280999998
933,Dougall 6,0.000000000000000, ,Dougall,South Cameron,-83.017183990899994,42.278389085900002
934,Dougall 6,0.000000000000000, ,Eugenie,Dougall,-83.021318773199994,42.285493189000000
935,Dougall 6,0.000000000000000, ,Dougall,Rose Bowl,-83.022631942499999,42.286732336000000
936,Dougall 6,0.000000000000000, ,Dougall,Dougall Square,-83.023946119499996,42.288781574100000
937,Dougall 6,0.000000000000000, ,Dougall,Jackson,-83.025806123799995,42.291592593499999
938,Dougall 6,0.000000000000000, ,Dougall,Wear,-83.027297102700004,42.293913833500000
939,Dougall 6,0.000000000000000, ,Tecumseh,York,-83.030248031200003,42.295586587000003
940,Dougall 6,0.000000000000000, ,Bruce,Hanna,-83.031962405399995,42.296192010699997
941,Dougall 6,0.000000000000000, ,Bruce,Shepherd,-83.033627324799994,42.298779215000003
942,Dougall 6,0.000000000000000, ,Bruce,Clinton,-83.035172171900001,42.301177913700002
943,Dougall 6,0.000000000000000, ,Bruce,Giles,-83.036786466699994,42.303715123899998
944,Dougall 6,0.000000000000000, ,Bruce,Pine,-83.037940146699995,42.305502070800003
945,Dougall 6,0.000000000000000, ,Bruce,Erie,-83.039124541999996,42.307327422699998
946,Dougall 6,0.000000000000000, ,Bruce,Wyandotte,-83.042190715100006,42.312095753999998
947,Dougall 6,0.000000000000000, ,Bruce,Park,-83.044230356900002,42.315187607900000
948,Dougall 6,0.000000000000000, ,Bruce,University,-83.045075147600002,42.316507661400003
949,South Windsor 7,0.000000000000000, ,College Ave,Community Centre,-83.071180586899999,42.296015748800002
950,South Windsor 7,0.000000000000000, ,Matchette,Chappell,-83.068703500400005,42.283292949400000
951,South Windsor 7,0.000000000000000, ,Matchette,Carmichael,-83.069490295300000,42.281314852900003
952,South Windsor 7,0.000000000000000, ,Matchette,Broadway,-83.073461285500002,42.268961124100002
953,South Windsor 7,0.000000000000000, ,Matchette,Titcombe,-83.074350893900004,42.263957746899997
954,South Windsor 7,0.000000000000000, ,Marigold,Weaver,-83.084790770799998,42.259020634099997
955,South Windsor 7,0.000000000000000, ,Sprucewood,Matchette,-83.075863583200004,42.252370462800002
956,South Windsor 7,0.000000000000000, ,Sprucewood,Kingsley,-83.073506732400006,42.251181381400002
957,South Windsor 7,0.000000000000000, ,Sprucewood,Abbott,-83.070195318299994,42.249486535700001
958,South Windsor 7,0.000000000000000, ,Sprucewood,Woodmont,-83.067082529499999,42.247997359800003
959,South Windsor 7,0.000000000000000, ,Sprucewood,Malden,-83.062380962099994,42.246732052799999
960,South Windsor 7,0.000000000000000, ,Malden,Delmar,-83.060651076499994,42.247575986500003
961,South Windsor 7,0.000000000000000, ,Malden,Wyoming,-83.060561122400003,42.249815627300002
962,South Windsor 7,0.000000000000000, ,Todd Lane,Elmdale,-83.054935039100002,42.251382658200001
963,South Windsor 7,0.000000000000000, ,Todd Lane,Wayne,-83.050233365599993,42.251213505099997
964,South Windsor 7,0.000000000000000, ,Todd Lane,Canada,-83.046635329099999,42.251113776799997
965,South Windsor 7,0.000000000000000, ,Todd Lane,Ninth,-83.041307005500002,42.250925740200003
966,South Windsor 7,0.000000000000000, ,Todd Lane,Tenth,-83.039676249400003,42.250875479500003
967,South Windsor 7,0.000000000000000, ,Cabana,Northway,-83.032325608199997,42.251919837499997
968,South Windsor 7,0.000000000000000, ,Cabana,Southwinds,-83.026451048699997,42.253018118100002
969,South Windsor 7,0.000000000000000, ,Cabana,Roxborough,-83.023357786199995,42.253580664499999
970,South Windsor 7,0.000000000000000, ,Geraedts,St Clair Residence,-83.020792080600003,42.249248526800002
971,South Windsor 7,0.000000000000000, ,Cabana,Geraedts,-83.021110955500006,42.253962692899997
972,South Windsor 7,0.000000000000000, ,Cabana,Longfellow,-83.016382037599996,42.254774644100003
973,South Windsor 7,0.000000000000000, ,Cabana,McGraw,-83.008769040499999,42.256175463600002
974,South Windsor 7,0.000000000000000, ,Howard,Cabana,-82.995519030400004,42.259080300400001
975,South Windsor 7,0.000000000000000, ,Howard,Maguire,-82.999303869499997,42.264946608999999
976,South Windsor 7,0.000000000000000, ,Howard,Kenilworth,-83.001682304300004,42.268681594400000
977,South Windsor 7,0.000000000000000, ,Devonshire Mall,Moxies,-82.999529894999995,42.273538080599998
978,South Windsor 7,0.000000000000000, ,Marentette,Foster,-82.995353091599995,42.270125687399997
979,South Windsor 7,0.000000000000000, ,Marentette,Division,-82.993293627100002,42.266904848599999
980,South Windsor 7,0.000000000000000, ,Provincial,Clarke,-82.985037245000001,42.262144761300000
981,South Windsor 7,0.000000000000000, ,Provincial,Humane Society,-82.980911046800003,42.259900313499998
982,South Windsor 7,0.000000000000000, ,Provincial,Lone Pine,-82.974988753999995,42.256701225000000
983,South Windsor 7,0.000000000000000, ,Provincial,Monarch Basics,-82.972736338800004,42.255409242500001
984,South Windsor 7,0.000000000000000, ,Provincial,Legacy Park,-82.970406978300005,42.254174980099997
985,South Windsor 7,0.000000000000000, ,Legacy Park,Sears Home,-82.966138853900006,42.253813626600000
986,South Windsor 7,0.000000000000000, ,Division,Walker,-82.970045428500001,42.263065648800001
987,South Windsor 7,0.000000000000000, ,Division,Woodward,-82.974983850399994,42.262168770000002
988,South Windsor 7,0.000000000000000, ,Division,Conservation Area,-82.981062156899995,42.262007046500003
989,South Windsor 7,0.000000000000000, ,Division,Clarke,-82.985046279000002,42.263069744699997
990,South Windsor 7,0.000000000000000, ,Marentette,Division,-82.993203649600005,42.266600392299999
991,South Windsor 7,0.000000000000000, ,Marentette,Foster,-82.995876004500005,42.271248414100000
992,South Windsor 7,0.000000000000000, ,Howard,Kenilworth,-83.001418954100004,42.267817277699997
993,South Windsor 7,0.000000000000000, ,Howard,Maguire,-82.998878818199998,42.263924566900002
994,South Windsor 7,0.000000000000000, ,Cabana,Dougall,-83.004700687899998,42.257159258199998
995,South Windsor 7,0.000000000000000, ,Cabana,McGraw,-83.010112746000004,42.256154000899997
996,South Windsor 7,0.000000000000000, ,Cabana,Dominion,-83.017183488200004,42.254866051400001
997,South Windsor 7,0.000000000000000, ,Cabana,Geraedts,-83.022560993799999,42.253887060399997
998,South Windsor 7,0.000000000000000, ,Cabana,Randolph,-83.026595965400006,42.253140909899997
999,South Windsor 7,0.000000000000000, ,Cabana,Northway,-83.033192632799995,42.251911490300003
"1,000",South Windsor 7,0.000000000000000, ,Todd Lane,Ninth,-83.041942423199998,42.251104732800002
"1,001",South Windsor 7,0.000000000000000, ,Todd Lane,Canada,-83.047029933900006,42.251262411900001
"1,002",South Windsor 7,0.000000000000000, ,Todd Lane,Fifth,-83.050802399399998,42.251389614499999
"1,003",South Windsor 7,0.000000000000000, ,Todd Lane,Third,-83.054978797900006,42.251512305399999
"1,004",South Windsor 7,0.000000000000000, ,Malden,Delmar,-83.060953568900004,42.247361375399997
"1,005",South Windsor 7,0.000000000000000, ,Sprucewood,Malden,-83.061593431899993,42.246683520700003
"1,006",South Windsor 7,0.000000000000000, ,Sprucewood,Woodmont,-83.067717750900002,42.248434536100000
"1,007",South Windsor 7,0.000000000000000, ,Sprucewood,Abbott,-83.070161404700002,42.249694405400000
"1,008",South Windsor 7,0.000000000000000, ,Sprucewood,Kingsley,-83.073652770799995,42.251413257400003
"1,009",South Windsor 7,0.000000000000000, ,Matchette,Titcombe,-83.074177768300004,42.263913620200000
"1,010",South Windsor 7,0.000000000000000, ,Matchette,Armanda,-83.073128394500003,42.269689674200002
"1,011",South Windsor 7,0.000000000000000, ,Matchette,Carmichael,-83.069002534700005,42.281824218799997
"1,012",South Windsor 7,0.000000000000000, ,Matchette,Chappell,-83.068243552599995,42.283929335600000
"1,013",South Windsor 7,0.000000000000000, ,Prince,Vaughan,-83.067626411299997,42.287909189899999
"1,014",South Windsor 7,0.000000000000000, ,Prince,Mulford,-83.069974047100004,42.288489802299999
"1,015",South Windsor 7,0.000000000000000, ,Prince,Wells,-83.073291199600007,42.289319674600002
"1,016",Walkerville 8,0.000000000000000, ,Transit Terminal,Chatham,-83.043701187500005,42.317813766100002
"1,017",Walkerville 8,0.000000000000000, ,Riverside,Ouellette,-83.039745594899998,42.319651124200000
"1,018",Walkerville 8,0.000000000000000, ,Riverside,McDougall,-83.036545226200005,42.320338124400003
"1,019",Walkerville 8,0.000000000000000, ,Riverside,Aylmer,-83.030735947699995,42.321559851000004
"1,020",Walkerville 8,0.000000000000000, ,Riverside,Parent,-83.026649054299995,42.322595474300002
"1,021",Walkerville 8,0.000000000000000, ,Riverside,Hall,-83.021663433499995,42.324434921700004
"1,022",Walkerville 8,0.000000000000000, ,Gladstone,Assumption,-83.018012079299993,42.322850959699998
"1,023",Walkerville 8,0.000000000000000, ,Gladstone,Wyandotte,-83.016796243700000,42.320964911899999
"1,024",Walkerville 8,0.000000000000000, ,Gladstone,Cataraqui,-83.015711995399997,42.319269275099998
"1,025",Walkerville 8,0.000000000000000, ,Gladstone,Niagara,-83.014681585399998,42.317657385399997
"1,026",Central 3,0.000000000000000, ,Gladstone,Erie,-83.013528055500004,42.315865160999998
"1,027",Walkerville 8,0.000000000000000, ,Gladstone,Richmond,-83.012663423000006,42.314523919499997
"1,028",Walkerville 8,0.000000000000000, ,Gladstone,Giles,-83.011368301800005,42.312528445700003
"1,029",Walkerville 8,0.000000000000000, ,Gladstone,Ottawa,-83.009983112499995,42.310385247200003
"1,030",Walkerville 8,0.000000000000000, ,Shepherd,Lincoln,-83.007243317499999,42.307856148500001
"1,031",Walkerville 8,0.000000000000000, ,Lincoln,ETR Rail Tracks,-83.005511452199997,42.305425234900000
"1,032",Walkerville 8,0.000000000000000, ,Lincoln,Seneca,-83.004257760800002,42.303458805299996
"1,033",Walkerville 8,0.000000000000000, ,Lincoln,Tecumseh,-83.002273446499998,42.300370163300002
"1,034",Walkerville 8,0.000000000000000, ,Lincoln,Vimy,-82.999978120899996,42.296819505099997
"1,035",Walkerville 8,0.000000000000000, ,Lincoln,Ypres,-82.998820117899996,42.294995038200000
"1,036",Walkerville 8,0.000000000000000, ,Ypres,Kildare,-82.995545829799994,42.295883515600003
"1,037",Walkerville 8,0.000000000000000, ,Ypres,Turner,-82.991914701699997,42.297169872100000
"1,038",Walkerville 8,0.000000000000000, ,Walker,Somme,-82.989954357200006,42.295073529500002
"1,039",Walkerville 8,0.000000000000000, ,Walker,St Julien,-82.988354199400007,42.292632237299998
"1,040",Walkerville 8,0.000000000000000, ,Walker,Grand Marais,-82.987154706499993,42.290595212800000
"1,041",Walkerville 8,0.000000000000000, ,Walker,Parkdale,-82.984816335800005,42.287398475099998
"1,042",Walkerville 8,0.000000000000000, ,Walker,Digby,-82.983613230600000,42.285474931899998
"1,043",Walkerville 8,0.000000000000000, ,Walker,Sydney,-82.980240689200002,42.280101282099999
"1,044",Walkerville 8,0.000000000000000, ,Walker,Seymour,-82.978918328199995,42.277987491399998
"1,045",Walkerville 8,0.000000000000000, ,Walker,Foster,-82.977897559799999,42.276404400899999
"1,046",Walkerville 8,0.000000000000000, ,Walker,Lappan,-82.976153206899994,42.273690169200002
"1,047",Walkerville 8,0.000000000000000, ,Walker,Calderwood,-82.975169579799996,42.272095829900003
"1,048",Walkerville 8,0.000000000000000, ,Walker,Melinda,-82.973804105499994,42.269930082499997
"1,049",Walkerville 8,0.000000000000000, ,Walker,Ledyard,-82.972334144800001,42.267587511800002
"1,050",Walkerville 8,0.000000000000000, ,Walker,Division,-82.969684471500003,42.263333741200000
"1,051",Walkerville 8,0.000000000000000, ,Walker,Home Depot Plaza,-82.968267230500004,42.261126223700003
"1,052",Walkerville 8,0.000000000000000, ,Walker,Canada Post,-82.967068389500000,42.259158347000003
"1,053",Walkerville 8,0.000000000000000, ,Walker,Best Buy,-82.965806959099993,42.257238960700001
"1,054",Walkerville 8,0.000000000000000, ,Walker,Costco,-82.964764114399998,42.255573229800000
"1,055",Walkerville 8,0.000000000000000, ,Walker,Legacy Park,-82.963177048999995,42.252899427700001
"1,056",Walkerville 8,0.000000000000000, ,Walker,Ducharme,-82.963281019400000,42.247412732900003
"1,057",Walkerville 8,0.000000000000000, ,Walker,401,-82.963447063499999,42.244863504999998
"1,058",Walkerville 8,0.000000000000000, ,Walker,U-Haul,-82.963595823199995,42.242910607100001
"1,059",Walkerville 8,0.000000000000000, ,Walker,North Talbot,-82.963857016399999,42.239242184900000
"1,060",Walkerville 8,0.000000000000000, ,North Talbot,Halford,-82.965878249799999,42.239484382699999
"1,061",Walkerville 8,0.000000000000000, ,North Talbot,Burke,-82.968744829900004,42.240185548900001
"1,062",Walkerville 8,0.000000000000000, ,North Talbot,Dumouchelle,-82.971559438499995,42.240879102800001
"1,063",Walkerville 8,0.000000000000000, ,North Talbot,Pioneer,-82.979663976500007,42.242804213299998
"1,064",Walkerville 8,0.000000000000000, ,North Talbot,Sixth Concession,-82.981508744899998,42.243260451899999
"1,065",Walkerville 8,0.000000000000000, ,Sixth Concession,Holburn,-82.979434429899996,42.249970766799997
"1,066",Walkerville 8,0.000000000000000, ,Holburn,Spago,-82.976627002699999,42.250002052100001
"1,067",Walkerville 8,0.000000000000000, ,Ducharme,Holburn,-82.974428721999999,42.249577733800002
"1,068",Walkerville 8,0.000000000000000, ,Ducharme,Canberra,-82.973979616400001,42.248224968400002
"1,069",Walkerville 8,0.000000000000000, ,Ducharme,Periwinkle,-82.971109634599998,42.247874051600000
"1,070",Walkerville 8,0.000000000000000, ,Ducharme,Fontana,-82.968318250199999,42.247777618400001
"1,071",Walkerville 8,0.000000000000000, ,Ducharme,Lavender,-82.966422925100005,42.247712082500001
"1,072",Walkerville 8,0.000000000000000, ,Ducharme,Walker,-82.963660560199997,42.247619244699997
"1,073",South Windsor 7,0.000000000000000, ,Walker,7th Concession,-82.963622181900007,42.254291517900000
"1,074",South Windsor 7,0.000000000000000, ,Walker,Walker Crossings,-82.965166098799997,42.256759213999999
"1,075",South Windsor 7,0.000000000000000, ,Walker,Canadian Tire,-82.966558332800005,42.258958362800001
"1,076",South Windsor 7,0.000000000000000, ,Walker,Ferrari Plaza,-82.967808304900004,42.260922653000002
"1,077",Walkerville 8,0.000000000000000, ,Windsor Airport,Front Entrance,-82.959713839499997,42.265623701300001
"1,078",Walkerville 8,0.000000000000000, ,Walker,Division,-82.969537132400006,42.263635817699999
"1,079",Walkerville 8,0.000000000000000, ,Walker,Moxlay,-82.971151031100007,42.266189289400003
"1,080",Walkerville 8,0.000000000000000, ,Walker,Airport,-82.971963205199998,42.267467291099997
"1,081",Walkerville 8,0.000000000000000, ,Walker,Melinda,-82.973456893800005,42.269837858599999
"1,082",Walkerville 8,0.000000000000000, ,Walker,Calderwood,-82.974957810600003,42.272162025699998
"1,083",Walkerville 8,0.000000000000000, ,Walker,Lappan,-82.976358653399998,42.274382751700003
"1,084",Walkerville 8,0.000000000000000, ,Walker,Foster,-82.977922148999994,42.276940507399999
"1,085",Walkerville 8,0.000000000000000, ,Walker,Seymour,-82.979415132400007,42.279270160700001
"1,086",Walkerville 8,0.000000000000000, ,Walker,Sydney,-82.980476598799996,42.280975640699999
"1,087",Walkerville 8,0.000000000000000, ,Walker,Digby,-82.983934018900001,42.286486620399998
"1,088",Walkerville 8,0.000000000000000, ,Walker,Parkdale,-82.985074523199998,42.288280852200003
"1,089",Walkerville 8,0.000000000000000, ,Walker,Grand Marais,-82.987132993900005,42.291045413500001
"1,090",Walkerville 8,0.000000000000000, ,Walker,St Julien,-82.988609396200005,42.293477106300003
"1,091",Walkerville 8,0.000000000000000, ,Walker,Somme,-82.989795288200000,42.295329123400002
"1,092",Walkerville 8,0.000000000000000, ,Ypres,Turner,-82.992218276599999,42.297265733200000
"1,093",Walkerville 8,0.000000000000000, ,Ypres,Kildare,-82.995823904600002,42.295988980600001
"1,094",Walkerville 8,0.000000000000000, ,Ypres,Lincoln,-82.998347097400000,42.295102372700001
"1,095",Walkerville 8,0.000000000000000, ,Lincoln,Vimy,-83.000086750600005,42.297230073400002
"1,096",Walkerville 8,0.000000000000000, ,Lincoln,Tecumseh,-83.002283838500006,42.300705533100000
"1,097",Walkerville 8,0.000000000000000, ,Lincoln,Seneca,-83.004397663099994,42.303919778000001
"1,098",Walkerville 8,0.000000000000000, ,Lincoln,ETR Rail Tracks,-83.005479500099995,42.305593525200003
"1,099",Walkerville 8,0.000000000000000, ,Lincoln,Shepherd,-83.007149210400001,42.308194042399997
"1,100",Walkerville 8,0.000000000000000, ,Lincoln,Ottawa,-83.009104596399993,42.311232068199999
"1,101",Walkerville 8,0.000000000000000, ,Lincoln,Ontario,-83.010679322900003,42.313667498000001
"1,102",Walkerville 8,0.000000000000000, ,Lincoln,Richmond,-83.011723261300006,42.315301861400002
"1,103",Walkerville 8,0.000000000000000, ,Lincoln,Erie,-83.012628314200001,42.316707008400002
"1,104",Walkerville 8,0.000000000000000, ,Lincoln,Niagara,-83.013775309300001,42.318482239500000
"1,105",Walkerville 8,0.000000000000000, ,Lincoln,Cataraqui,-83.014788075699997,42.320034657999997
"1,106",Walkerville 8,0.000000000000000, ,Lincoln,Wyandotte,-83.016042895799998,42.322005696399998
"1,107",Walkerville 8,0.000000000000000, ,Lincoln,Assumption,-83.016901467599993,42.323332546499998
"1,108",Walkerville 8,0.000000000000000, ,Riverside,Hall,-83.021582944200006,42.324606508999999
"1,109",Walkerville 8,0.000000000000000, ,Riverside,Parent,-83.026742238099999,42.322714157199997
"1,110",Walkerville 8,0.000000000000000, ,Riverside,Aylmer,-83.031944882800005,42.321497502100001
"1,111",Walkerville 8,0.000000000000000, ,Riverside,Goyeau,-83.038688203600003,42.320049981200000
"1,112",Central 3 West,0.000000000000000, ,Ferry,Riverside,-83.041726443800002,42.318929279700001
"1,113",Lauzon 10,0.000000000000000, ,Tecumseh Mall,Rear Entrance,-82.936700904099993,42.315908188500003
"1,114",Lauzon 10,0.000000000000000, ,Lauzon,Lilac,-82.928467800899995,42.308690098699998
"1,115",Lauzon 10,0.000000000000000, ,Banwell,Palmetto,-82.900347954099999,42.310727434999997
"1,116",Lauzon 10,0.000000000000000, ,Banwell,Tecumseh,-82.901024690400007,42.313479247300002
"1,117",Lauzon 10,0.000000000000000, ,McHugh,Questa,-82.903601976800005,42.317294157699997
"1,118",Lauzon 10,0.000000000000000, ,McHugh,Trappers,-82.905988150799999,42.317574893699998
"1,119",Lauzon 10,0.000000000000000, ,McHugh,Venetian,-82.909208656000004,42.317934436500003
"1,120",Lauzon 10,0.000000000000000, ,McHugh,Clover,-82.912038546299996,42.318221505899999
"1,121",Lauzon 10,0.000000000000000, ,McHugh,Mickey Renaud Way,-82.926710020399995,42.320904298099997
"1,122",Lauzon 10,0.000000000000000, ,McHugh,Darfield,-82.932688791299995,42.322557066700000
"1,123",Lauzon 10,0.000000000000000, ,McHugh,Lauzon,-82.936647068100001,42.322178218200001
"1,124",Lauzon 10,0.000000000000000, ,McHugh,Lauzon,-82.936316512499999,42.322006563700000
"1,125",Lauzon 10,0.000000000000000, ,McHugh,Darfield,-82.932453695899994,42.322375171200001
"1,126",Lauzon 10,0.000000000000000, ,McHugh,Mickey Renuad Way,-82.926957541600004,42.320772543200000
"1,127",Lauzon 10,0.000000000000000, ,McHugh,Clover,-82.913028806000000,42.318153303099997
"1,128",Lauzon 10,0.000000000000000, ,Clover,Little River,-82.913151708800001,42.324806904600003
"1,129",Lauzon 10,0.000000000000000, ,Little River,Pearson,-82.910406002000002,42.325146784799998
"1,130",Lauzon 10,0.000000000000000, ,Little River,Chateau,-82.907212768500003,42.325390152099999
"1,131",Lauzon 10,0.000000000000000, ,Little River,Jarvis,-82.900793546800003,42.325669343400001
"1,132",Lauzon 10,0.000000000000000, ,Cora Greenwood,Little River,-82.898396517699993,42.326453286600000
"1,133",Lauzon 10,0.000000000000000, ,Cora Greenwood,Castle Hill,-82.898968275100003,42.328804773100003
"1,134",Lauzon 10,0.000000000000000, ,Cora Greenwood,Dillon,-82.899462661399994,42.330840131000002
"1,135",Lauzon 10,0.000000000000000, ,Cora Greenwood,Riverside,-82.900069393199999,42.333356339700003
"1,136",Lauzon 10,0.000000000000000, ,Riverside,Jarvis,-82.902713431099997,42.334210048999999
"1,137",Lauzon 10,0.000000000000000, ,Wyandotte,Greendale,-82.931001368400004,42.333660525200003
"1,138",Lauzon 10,0.000000000000000, ,Wyandotte,Westchester,-82.932636111999997,42.333614810400000
"1,139",Lauzon 10,0.000000000000000, ,Wyandotte,Isack,-82.935382330099998,42.333590224700004
"1,140",Lauzon 10,0.000000000000000, ,Wyandotte,Riverside Plaza,-82.938802154900003,42.333570111500002
"1,141",Lauzon 10,0.000000000000000, ,Wyandotte,Watson,-82.940505991400002,42.333563923000000
"1,142",Lauzon 10,0.000000000000000, ,Lauzon,Wyandotte,-82.943699679700003,42.332924755299999
"1,143",Lauzon 10,0.000000000000000, ,Lauzon,St Rose,-82.941546832100002,42.329402138100001
"1,144",Central 3 West,0.000000000000000, ,Transit Terminal,Chatham,-83.043371996199994,42.317503375500003
"1,145",Central 3 West,0.000000000000000, ,Ferry,Riverside,-83.041687637500004,42.319210900500003
"1,146",Parent 14,0.000000000000000, ,Glengarry,University,-83.031355950199995,42.318813479799999
"1,147",Parent 14,0.000000000000000, ,Glengarry,Wyandotte,-83.029734045599994,42.316292959499997
"1,148",Parent 14,0.000000000000000, ,Howard,Elliott,-83.027700431499994,42.314395311399998
"1,149",Ottawa 4,0.000000000000000, ,Parent,Giles,-83.018719758200007,42.310564640599999
"1,150",Parent 14,0.000000000000000, ,Parent,Ottawa,-83.017048153100006,42.307947150200000
"1,151",Parent 14,0.000000000000000, ,Parent,Ellis,-83.015905697799994,42.306191313799999
"1,152",Parent 14,0.000000000000000, ,Parent,Shepherd,-83.015012558300000,42.304815789499997
"1,153",Parent 14,0.000000000000000, ,Parent,Hanna,-83.013531196900004,42.302526910700003
"1,154",Parent 14,0.000000000000000, ,Eugenie,Remington,-83.011683340999994,42.288706531300001
"1,155",Parent 14,0.000000000000000, ,Eugenie,Lillian,-83.009197896200007,42.289590152700001
"1,156",Parent 14,0.000000000000000, ,South Pacific,Parent,-83.005810833799998,42.290042901699998
"1,157",Parent 14,0.000000000000000, ,South Pacific,Jeremiah,-83.001724184300002,42.289801322300001
"1,158",Parent 14,0.000000000000000, ,Southdale,South Pacific,-82.998178057499999,42.288852203499999
"1,159",Parent 14,0.000000000000000, ,Southdale,Southridge,-82.995567206499999,42.289083449800003
"1,160",Parent 14,0.000000000000000, ,Slater,Southdale,-82.991849969699999,42.288995783099999
"1,161",Parent 14,0.000000000000000, ,Slater,Grand Marais,-82.990253828600004,42.288262992699998
"1,162",Parent 14,0.000000000000000, ,Grand Marais,Southdale,-82.991653747300006,42.287034288199997
"1,163",Parent 14,0.000000000000000, ,Grand Marais,Garvey,-82.993638189099997,42.285916251000003
"1,164",Parent 14,0.000000000000000, ,Grand Marais,South Pacific,-82.997199792999993,42.284390276000003
"1,165",Parent 14,0.000000000000000, ,Grand Marais,Langlois,-82.999413467899998,42.283530803500000
"1,166",Parent 14,0.000000000000000, ,North Service,Langlois,-82.997386746900006,42.280978026900002
"1,167",Parent 14,0.000000000000000, ,North Service,Conservation,-82.993217328000000,42.281794557300003
"1,168",Parent 14,0.000000000000000, ,EC Row Ave,Conservation,-82.993341054499993,42.280964617300000
"1,169",Parent 14,0.000000000000000, ,EC Row Ave,Parkwood,-82.995391260700003,42.280579899300001
"1,170",Parent 14,0.000000000000000, ,EC Row Ave,Conservation,-82.993017643100004,42.280874730299999
"1,171",Parent 14,0.000000000000000, ,North Service,Alderbrook,-82.995009248900004,42.281584115500003
"1,172",Parent 14,0.000000000000000, ,North Service,Langlois,-82.997847635799999,42.281012091199997
"1,173",Parent 14,0.000000000000000, ,Langlois,Grand Marais,-82.999442891300006,42.283397440999998
"1,174",Parent 14,0.000000000000000, ,Grand Marais,South Pacific,-82.997023794900002,42.284337721100002
"1,175",Parent 14,0.000000000000000, ,Grand Marais,Garvey,-82.992633428999994,42.286288987500001
"1,176",Parent 14,0.000000000000000, ,Slater,Hartford,-82.990272918599999,42.288534374699999
"1,177",Parent 14,0.000000000000000, ,Slater,Southdale,-82.992070217500000,42.289025100600000
"1,178",Parent 14,0.000000000000000, ,Southdale,Bramley,-82.995342154799999,42.289171835200001
"1,179",Parent 14,0.000000000000000, ,South Pacific,Southdale,-82.998749440599994,42.289092288200003
"1,180",Parent 14,0.000000000000000, ,South Pacific,Jeremiah,-83.001967718399996,42.289913782399999
"1,181",Parent 14,0.000000000000000, ,South Pacific,Parent,-83.006193996400000,42.290150632000000
"1,182",Parent 14,0.000000000000000, ,Eugenie,South Pacific,-83.008644755500001,42.289920322299999
"1,183",Parent 14,0.000000000000000, ,Eugenie,Remington,-83.011911359099997,42.288763043400003
"1,184",Parent 14,0.000000000000000, ,Howard,Tecumseh,-83.016808985799997,42.297713557800002
"1,185",Parent 14,0.000000000000000, ,Parent,Tecumseh,-83.011282214900007,42.299398522700002
"1,186",Parent 14,0.000000000000000, ,Parent,Hanna,-83.013235315499998,42.302452903700001
"1,187",Parent 14,0.000000000000000, ,Parent,Shepherd,-83.015077446500001,42.305284092100003
"1,188",Parent 14,0.000000000000000, ,Parent,Ellis,-83.015816643400001,42.306427660899999
"1,189",Ottawa 4,0.000000000000000, ,Parent,Giles,-83.018555879600001,42.310634124200000
"1,190",Parent 14,0.000000000000000, ,Erie,Lillian,-83.025239608000007,42.312060305199999
