the_geom,stop_code,OBJECTID,stop_id,stop_name,stop_desc,stop_lat,stop_lon,Source
POINT (-83.15822299999996 42.36934400000007),WYORNB,2193,4051,WYOMING & ORANGELAWN,Wyoming St & Orangelawn St,42.369344,-83.158223,DDOT GTFS
POINT (-83.15858999999995 42.36973700000004),WYMASB,2194,4052,WYOMING & MAPLELAWN,Wyoming St & Maplelawn St,42.369737,-83.15859,DDOT GTFS
POINT (-83.15831999999995 42.37141900000006),WYELNB,2195,4053,WYOMING & ELMIRA,Wyoming St & Elmira St,42.371419,-83.15832,DDOT GTFS
POINT (-83.15873499999998 42.371920000000046),WYAUSB,2196,4054,WYOMING & AURORA,Wyoming St & Aurora St,42.37192,-83.158735,DDOT GTFS
POINT (-83.15852599999994 42.37372600000003),WYPLNB,2197,4055,WYOMING & PLYMOUTH,Wyoming St & Plymouth Rd,42.373726,-83.158526,DDOT GTFS
POINT (-83.15889299999998 42.373252000000036),WYPLSB,2198,4056,WYOMING & PLYMOUTH,Wyoming St & Plymouth Rd,42.373252,-83.158893,DDOT GTFS
POINT (-83.15886899999998 42.37363700000003),PYWYWB,2199,4057,PLYMOUTH & WYOMING,Plymouth Rd & Wyoming St,42.373637,-83.158869,DDOT GTFS
POINT (-83.15848999999997 42.37340400000005),PYWYEB,2200,4058,PLYMOUTH & WYOMING,Plymouth Rd & Wyoming St,42.373404,-83.15849,DDOT GTFS
POINT (-83.15863299999995 42.379110000000026),WYCONB,2201,4063,WYOMING & CORTLAND,Wyoming St & Cortland St,42.37911,-83.158633,DDOT GTFS
POINT (-83.15871799999996 42.38086300000003),WYFUNB,2202,4064,WYOMING & FULLERTON,Wyoming St & Fullerton St,42.380863,-83.158718,DDOT GTFS
POINT (-83.15905999999995 42.38058600000005),WYFUSB,2203,4065,WYOMING & FULLERTON,Wyoming St & Fullerton St,42.380586,-83.15906,DDOT GTFS
POINT (-83.15926499999995 42.38540700000004),WYJESB,2204,4066,WYOMING & JEFFERIES  FWY,Wyoming St & I- 96,42.385407,-83.159265,DDOT GTFS
POINT (-83.15875299999999 42.38394900000003),WYBUNB,2205,4067,WYOMING & BUENA VISTA,Wyoming St & Buena Vista St,42.383949,-83.158753,DDOT GTFS
POINT (-83.15908299999995 42.38367200000005),WYBUSB,2206,4068,WYOMING & BUENA VISTA,Wyoming St & Buena Vista St,42.383672,-83.159083,DDOT GTFS
POINT (-83.15882499999998 42.386749000000066),WYDANB,2207,4069,WYOMING & DAVISON,Wyoming St & W Davison,42.386749,-83.158825,DDOT GTFS
POINT (-83.15905399999997 42.39188200000007),WYINNB,2208,4070,WYOMING & INTERVALE,Wyoming St & Intervale Ave,42.391882,-83.159054,DDOT GTFS
POINT (-83.15938399999999 42.39156100000008),WYINSB,2209,4071,WYOMING & INTERVALE,Wyoming St & Intervale St,42.391561,-83.159384,DDOT GTFS
POINT (-83.15933299999995 42.39551400000005),WYLYNB,2210,4073,WYOMING & LYNDON,Wyoming St & Lyndon St,42.395514,-83.159333,DDOT GTFS
POINT (-83.15968799999996 42.39500400000003),WYLSB,2211,4074,WYOMING & LYNDON,Wyoming St & Lyndon St,42.395004,-83.159688,DDOT GTFS
POINT (-83.15923399999997 42.397920000000056),WYEANB,2212,4075,WYOMING & EATON,Wyoming St & Eaton St,42.39792,-83.159234,DDOT GTFS
POINT (-83.15951499999994 42.39788400000003),WYEASB,2213,4076,WYOMING & EATON,Wyoming St & Eaton St,42.397884,-83.159515,DDOT GTFS
POINT (-83.15966099999997 42.399834000000055),WYCHSB,2214,4077,WYOMING & CHALFONTE,Wyoming St & Chalfonte St,42.399834,-83.159661,DDOT GTFS
POINT (-83.15931799999998 42.40080900000004),WYDENB,2215,4078,WYOMING & DESOTO,Wyoming St & Desoto St,42.400809,-83.159318,DDOT GTFS
POINT (-83.15982899999995 42.40470000000005),WYJASB,2216,4088,WYOMING & JOHN C. LODGE,Wyoming St,42.4047,-83.159829,DDOT GTFS
POINT (-83.15969399999994 42.40580900000003),WYMINB,2217,4091,WYOMING & MIDLAND,Wyoming St & Midland Ave,42.405809,-83.159694,DDOT GTFS
POINT (-83.15998799999994 42.40580900000003),WYMISB,2218,4092,WYOMING & MIDLAND,Wyoming St & Midland Ave,42.405809,-83.159988,DDOT GTFS
POINT (-83.15974199999994 42.40792800000003),WYPINB,2219,4093,WYOMING & PILGRIM,Wyoming St & Pilgrim Ave,42.407928,-83.159742,DDOT GTFS
POINT (-83.16005999999999 42.40756200000004),WYPISB,2220,4094,WYOMING & PILGRIM,Wyoming St & Pilgrim Ave,42.407562,-83.16006,DDOT GTFS
POINT (-83.15992299999994 42.412123000000065),WYFLNB,2221,4095,WYOMING & FLORENCE,Wyoming St & Florence Ave,42.412123,-83.159923,DDOT GTFS
POINT (-83.16026599999998 42.41178400000007),WYFLSB,2222,4096,WYOMING & FLORENCE,Wyoming St & Florence St,42.411784,-83.160266,DDOT GTFS
POINT (-83.15994699999999 42.41374200000007),WYMANB,2223,4097,WYOMING & MARYGROVE,Wyoming St & Marygrove Dr,42.413742,-83.159947,DDOT GTFS
POINT (-83.16033799999997 42.41406400000005),WYGRSB,2224,4098,WYOMING & GROVE,Wyoming St & Grove St,42.414064,-83.160338,DDOT GTFS
POINT (-83.16022499999997 42.41871500000008),WYSANB,2225,4099,WYOMING & SANTA MARIA,Wyoming St & Santa Maria St,42.418715,-83.160225,DDOT GTFS
POINT (-83.16056799999996 42.41837600000008),WYSASB,2226,4100,WYOMING & SANTA MARIA,Wyoming St & Santa Maria St,42.418376,-83.160568,DDOT GTFS
POINT (-83.16022399999997 42.42040600000007),WYSANB,2227,4101,WYOMING & SANTA CLARA,Wyoming St & Santa Clara Ave,42.420406,-83.160224,DDOT GTFS
POINT (-83.16059099999995 42.42010200000004),WYSASB,2228,4102,WYOMING & SANTA CLARA,Wyoming St & Santa Clara St,42.420102,-83.160591,DDOT GTFS
POINT (-83.16022299999997 42.42237400000005),WYTHNB,2229,4103,WYOMING & THATCHER,Wyoming St & Thatcher St,42.422374,-83.160223,DDOT GTFS
POINT (-83.16058999999996 42.42206100000004),WYTHSB,2230,4104,WYOMING & THATCHER,Wyoming St & Thatcher Ave,42.422061,-83.16059,DDOT GTFS
POINT (-83.16052699999995 42.42588900000004),WYPINB,2231,4105,WYOMING & PICKFORD,Wyoming St & Pickford St,42.425889,-83.160527,DDOT GTFS
POINT (-83.16053899999997 42.42759700000005),WYMANB,2232,4106,WYOMING & MARGARETA,Wyoming St & Margareta St,42.427597,-83.160539,DDOT GTFS
POINT (-83.16086899999993 42.42723100000006),WYMASB,2233,4107,WYOMING & MARGARETA,Wyoming St & Margareta St,42.427231,-83.160869,DDOT GTFS
POINT (-83.16063499999996 42.42951100000005),WYCLNB,2234,4108,WYOMING & CLARITA,Wyoming St & Clarita Ave,42.429511,-83.160635,DDOT GTFS
POINT (-83.16096599999997 42.42915400000004),WYCLSB,2235,4109,WYOMING & CLARITA,Wyoming St & Clarita St,42.429154,-83.160966,DDOT GTFS
POINT (-83.16073199999994 42.431399000000056),WY7MNB,2236,4110,WYOMING & 7 MILE,Wyoming St & W 7 Mile Rd,42.431399,-83.160732,DDOT GTFS
POINT (-83.16106299999996 42.43103200000007),WY7MSB,2237,4111,WYOMING & 7 MILE,Wyoming St & W 7 Mile Rd,42.431032,-83.161063,DDOT GTFS
POINT (-83.16122099999995 42.43130000000008),7MWYWB,2238,4112,7 MILE & WYOMING,W 7 Mile Rd & Wyoming St,42.4313,-83.161221,DDOT GTFS
POINT (-83.16053699999998 42.43106800000004),7MWYEB,2239,4113,7 MILE & WYOMING,W 7 Mile Rd & Wyoming St,42.431068,-83.160537,DDOT GTFS
POINT (-83.16081699999995 42.433170000000075),WYCANB,2240,4114,WYOMING & CAMBRIDGE,Wyoming St & Cambridge Ave,42.43317,-83.160817,DDOT GTFS
POINT (-83.16114699999997 42.432562000000075),WYCASB,2241,4115,WYOMING & CAMBRIDGE,Wyoming St & Cambridge Ave,42.432562,-83.161147,DDOT GTFS
POINT (-83.16124299999996 42.43625600000007),WYSTSB,2242,4116,WYOMING & ST MARTINS,Wyoming St & Saint Martins Ave,42.436256,-83.161243,DDOT GTFS
POINT (-83.16093599999994 42.438536000000056),WYPENB,2243,4119,WYOMING & PEMBROKE,Wyoming St & Pembroke Ave,42.438536,-83.160936,DDOT GTFS
POINT (-83.16102099999995 42.44099600000004),WYCHNB,2244,4121,WYOMING & CHIPPEWA,Wyoming St & Chippewa Ave,42.440996,-83.161021,DDOT GTFS
POINT (-83.16136299999994 42.44064800000007),WYCHSB,2245,4122,WYOMING & CHIPPEWA,Wyoming St & Chippewa St,42.440648,-83.161363,DDOT GTFS
POINT (-83.16118299999994 42.434619000000055),WYOUSB,2246,4123,WYOMING & OUTER DRIVE,Wyoming St & W Outer Dr,42.434619,-83.161183,DDOT GTFS
POINT (-83.16138699999999 42.442803000000026),WYNOSB,2247,4124,WYOMING & NORFOLK,Wyoming St & Norfolk Rd,42.442803,-83.161387,DDOT GTFS
POINT (-83.16105599999997 42.44322400000004),WYNONB,2248,4125,WYOMING & NORFOLK,Wyoming St & Norfolk Rd,42.443224,-83.161056,DDOT GTFS
POINT (-83.16497999999996 42.34433000000007),WRMAWB,2249,4126,WARREN & MANOR,W Warren Ave & Manor St,42.34433,-83.16498,DDOT GTFS
POINT (-83.16818399999994 42.36603700000006),CGMEWB,2250,4129,CHICAGO & MEYERS,W Chicago St & Meyers Rd,42.366037,-83.168184,DDOT GTFS
POINT (-83.16663199999994 42.36587600000007),CGMAEB,2251,4130,CHICAGO & MANOR,W Chicago & Manor St,42.365876,-83.166632,DDOT GTFS
POINT (-83.16569099999998 42.366126000000065),CGPIWB,2252,4131,CHICAGO & PINEHURST,W Chicago & Pinehurst St,42.366126,-83.165691,DDOT GTFS
POINT (-83.16866099999999 42.423932000000036),CUMOWB,2253,4132,CURTIS & MONTE VISTA,Curtis St & Monte Vista St,42.423932,-83.168661,DDOT GTFS
POINT (-83.16697299999998 42.423771000000045),CUPIEB,2254,4133,CURTIS & PINEHURST,Curtis St & Pinehurst St,42.423771,-83.166973,DDOT GTFS
POINT (-83.16639799999996 42.42403900000005),CUMEWB,2255,4134,CURTIS & MENDOTA,Curtis St & Mendota St,42.424039,-83.166398,DDOT GTFS
POINT (-83.16350199999994 42.34416900000008),WRTHEB,2256,4135,WARREN & THEISEN,W Warren Ave & Theisen St,42.344169,-83.163502,DDOT GTFS
POINT (-83.16386899999998 42.34441900000007),WRTHWB,2257,4136,WARREN & THEISEN,W Warren Ave & Theisen St,42.344419,-83.163869,DDOT GTFS
POINT (-83.16015499999997 42.34443600000003),WREMWB,2258,4137,WARREN & EMANON,W Warren Ave & Emanon St,42.344436,-83.160155,DDOT GTFS
POINT (-83.15987399999995 42.344168000000025),WRFREB,2259,4138,WARREN & FREDA,W Warren Ave & Freda St,42.344168,-83.159874,DDOT GTFS
POINT (-83.15749199999999 42.34416700000003),WRWYEB,2260,4139,WARREN & WYOMING,W Warren Ave & Wyoming St,42.344167,-83.157492,DDOT GTFS
POINT (-83.15710099999995 42.34455200000008),WRWYWB,2261,4140,WARREN & WYOMING,,42.344552,-83.157101,DDOT GTFS
POINT (-83.15585499999997 42.34421100000003),WRLOEB,2262,4143,WARREN & LONYO,W Warren Ave & Lonyo St,42.344211,-83.155855,DDOT GTFS
POINT (-83.15517099999994 42.34460500000006),WRINWB,2263,4144,WARREN & INDIANA,W Warren Ave & Indiana St,42.344605,-83.155171,DDOT GTFS
POINT (-83.16438699999998 42.35888100000005),JYMEWB,2264,4145,JOY RD & MENDOTA,Joy Rd & Mendota St,42.358881,-83.164387,DDOT GTFS
POINT (-83.16394699999995 42.35866600000003),JYMEEB,2265,4146,JOY RD & MENDOTA,Joy Rd & Mendota St,42.358666,-83.163947,DDOT GTFS
POINT (-83.16089299999999 42.358880000000056),JYOAWB,2266,4147,JOY RD & OAKMAN,Joy Rd & Oakman Blvd,42.35888,-83.160893,DDOT GTFS
POINT (-83.16042799999997 42.358719000000065),JYOAEB,2267,4148,JOY RD & OAKMAN,Joy Rd & Oakman Blvd,42.358719,-83.160428,DDOT GTFS
POINT (-83.16417599999994 42.36586600000004),CGMEEB,2268,4149,CHICAGO & MENDOTA,W Chicago & Mendota St,42.365866,-83.164176,DDOT GTFS
POINT (-83.16179299999999 42.36586500000004),CGGREB,2269,4150,CHICAGO & GRIGGS,W Chicago & Griggs St,42.365865,-83.161793,DDOT GTFS
POINT (-83.16179299999999 42.366134000000045),CGGRWB,2270,4151,CHICAGO & GRIGGS,W Chicago & Griggs St,42.366134,-83.161793,DDOT GTFS
POINT (-83.15536999999995 42.35887900000006),JYINEB,2271,4153,JOY RD & INDIANA,Joy Rd & Indiana St,42.358879,-83.15537,DDOT GTFS
POINT (-83.15583399999997 42.35913800000003),JYINWB,2272,4154,JOY RD & INDIANA,Joy Rd & Indiana St,42.359138,-83.155834,DDOT GTFS
POINT (-83.15345199999996 42.359200000000044),JYOHWB,2273,4155,JOY RD & OHIO,Joy Rd & Ohio St,42.3592,-83.153452,DDOT GTFS
POINT (-83.15295099999997 42.358967000000064),JYOHEB,2274,4156,JOY RD & OHIO,Joy Rd & Ohio St,42.358967,-83.152951,DDOT GTFS
POINT (-83.15077599999995 42.358966000000066),JYCLEB,2275,4158,JOY RD & CLOVERLAWN,Joy Rd & Cloverlawn St,42.358966,-83.150776,DDOT GTFS
POINT (-83.14978599999995 42.35933300000005),JYROWB,2276,4159,JOY RD & ROSELAWN,Joy Rd & Roselawn St,42.359333,-83.149786,DDOT GTFS
POINT (-83.14886999999999 42.359064000000046),JYGREB,2277,4160,JOY RD & GREENLAWN,Joy Rd & Greenlawn St,42.359064,-83.14887,DDOT GTFS
POINT (-83.15552499999995 42.36601600000006),CGWIEB,2278,4161,CHICAGO & WISCONSIN,W Chicago & Wisconsin St,42.366016,-83.155525,DDOT GTFS
POINT (-83.15559799999994 42.366257000000076),CGWIWB,2279,4162,CHICAGO & WISCONSIN,W Chicago & Wisconsin St,42.366257,-83.155598,DDOT GTFS
POINT (-83.15431499999994 42.36640900000003),CGOHWB,2280,4163,CHICAGO & OHIO,W Chicago & Ohio St,42.366409,-83.154315,DDOT GTFS
POINT (-83.15241999999995 42.36678400000005),OMCHEB,2281,4164,OAKMAN & CHICAGO,Oakman Blvd & Northlawn St,42.366784,-83.15242,DDOT GTFS
POINT (-83.15285999999998 42.36676600000004),OMNOSB,2282,4165,OAKMAN & NORTHLAWN,Oakman Blvd & Northlawn St,42.366766,-83.15286,DDOT GTFS
POINT (-83.14765799999998 42.344745000000046),WRMCWB,2283,4166,WARREN & MC DONALD,W Warren Ave & Mcdonald St,42.344745,-83.147658,DDOT GTFS
POINT (-83.15194599999995 42.34447800000004),WRMIEB,2284,4167,WARREN & MID BLOCK 1,W Warren Ave & Lonyo St,42.344478,-83.151946,DDOT GTFS
POINT (-83.14707199999998 42.34452100000004),WRMCEB,2285,4168,WARREN & MC DONALD,W Warren Ave & Mcdonald St,42.344521,-83.147072,DDOT GTFS
POINT (-83.16445699999997 42.416480000000035),MCBIEB,2286,4169,MC NICHOLS & BIRWOOD,W Mcnichols Rd & Birwood St,42.41648,-83.164457,DDOT GTFS
POINT (-83.10518599999995 42.417624000000046),MCGEEB,2287,4170,MC NICHOLS & GENEVA,W Mcnichols Rd & Geneva Ave,42.417624,-83.105186,DDOT GTFS
POINT (-83.16232999999994 42.41656900000004),MCILEB,2288,4171,MC NICHOLS & ILENE,W Mcnichols Rd & Ilene St,42.416569,-83.16233,DDOT GTFS
POINT (-83.16083799999996 42.41656900000004),MCWYEB,2289,4172,McNichols & WYoming,W Mcnichols Rd & Washburn St,42.416569,-83.160838,DDOT GTFS
POINT (-83.16059299999995 42.416837000000044),MCWYWB,2290,4175,MCNICHOLS & WYOMING,W Mcnichols Rd & Wyoming St,42.416837,-83.160593,DDOT GTFS
POINT (-83.15719399999995 42.416765000000055),MCWIEB,2291,4176,MC NICHOLS & WISCONSIN,W Mcnichols Rd & Wisconsin St,42.416765,-83.157194,DDOT GTFS
POINT (-83.15743799999996 42.41694400000006),MCWIWB,2292,4177,MC NICHOLS & WISCONSIN,W Mcnichols Rd & Wisconsin St,42.416944,-83.157438,DDOT GTFS
POINT (-83.15490699999998 42.416773000000035),MCCHEB,2293,4178,MC NICHOLS & CHERRYLAWN,W Mcnichols Rd & Cherrylawn St,42.416773,-83.154907,DDOT GTFS
POINT (-83.15516399999996 42.416979000000026),MCCHWB,2294,4179,MC NICHOLS & CHERRYLAWN,W Mcnichols Rd & Cherrylawn St,42.416979,-83.155164,DDOT GTFS
POINT (-83.15076199999999 42.416870000000074),MCGREB,2295,4180,MC NICHOLS & GREENLAWN,W Mcnichols Rd & Greenlawn St,42.41687,-83.150762,DDOT GTFS
POINT (-83.15122599999995 42.417076000000066),MCGNWB,2296,4181,MC NICHOLS & GREENLAWN,W Mcnichols Rd & Greenlawn St,42.417076,-83.151226,DDOT GTFS
POINT (-83.16473499999995 42.42377000000005),CUBIEB,2297,4182,CURTIS & BIRWOOD,Curtis St & Birwood St,42.42377,-83.164735,DDOT GTFS
POINT (-83.16425799999996 42.42403800000005),CUGRWB,2298,4183,CURTIS & GRIGGS,Curtis St & Griggs St,42.424038,-83.164258,DDOT GTFS
POINT (-83.16266899999994 42.42377000000005),CUILEB,2299,4184,CURTIS & ILENE,Curtis St & Washburn St,42.42377,-83.162669,DDOT GTFS
POINT (-83.16028299999994 42.42433200000005),WYCUNB,2300,4185,WYOMING & CURTIS,Wyoming St & Curtis Ave,42.424332,-83.160283,DDOT GTFS
POINT (-83.16058899999996 42.42382300000003),WYCUSB,2301,4188,WYOMING & CURTIS,Wyoming St & Curtis St,42.423823,-83.160589,DDOT GTFS
POINT (-83.15986799999996 42.42413600000003),CUKEWB,2302,4189,CURTIS & KENTUCKY,Curtis Ave & Kentucky St,42.424136,-83.159868,DDOT GTFS
POINT (-83.15835099999998 42.42386700000003),CUINEB,2303,4190,CURTIS & INDIANA,Curtis St & Indiana St,42.423867,-83.158351,DDOT GTFS
POINT (-83.15762999999998 42.424135000000035),CUWIWB,2304,4191,CURTIS & WISCONSIN,Curtis St & Wisconsin St,42.424135,-83.15763,DDOT GTFS
POINT (-83.15612599999997 42.42389300000008),CUOHEB,2305,4192,CURTIS & OHIO,Curtis St & Ohio St,42.423893,-83.156126,DDOT GTFS
POINT (-83.15530599999994 42.42421500000006),CUCHWB,2306,4193,CURTIS & CHERRYLAWN,Curtis St & Cherrylawn St,42.424215,-83.155306,DDOT GTFS
POINT (-83.15372899999994 42.42396400000007),CUNOEB,2307,4194,CURTIS & NORTHLAWN,Curtis Ave & Northlawn St,42.423964,-83.153729,DDOT GTFS
POINT (-83.15288499999997 42.424232000000075),CUROWB,2308,4195,CURTIS & ROSELAWN,Curtis Ave & Roselawn St,42.424232,-83.152885,DDOT GTFS
POINT (-83.15129499999995 42.42396300000007),CUGREB,2309,4196,CURTIS & GREENLAWN,Curtis St & Greenlawn St,42.423963,-83.151295,DDOT GTFS
POINT (-83.24468799999994 42.34642700000006),SPSASB,2310,4197,SPINOZA & SAWYER,Spinoza Dr & Sawyer Ave,42.346427,-83.244688,DDOT GTFS
POINT (-83.24643699999996 42.35016500000006),TITREB,2311,4198,TIREMAN & TRINITY,Tireman St & Trinity St,42.350165,-83.246437,DDOT GTFS
POINT (-83.24679199999997 42.35040600000008),TITRWB,2312,4199,TIREMAN & TRINITY,Tireman St & Trinity St,42.350406,-83.246792,DDOT GTFS
POINT (-83.24393299999997 42.35006800000008),TIPIEB,2313,4200,TIREMAN & PIERSON,Tireman St & Pierson St,42.350068,-83.243933,DDOT GTFS
POINT (-83.24410399999994 42.35032700000005),TIPIWB,2314,4201,TIREMAN & PIERSON,Tireman St & Pierson St,42.350327,-83.244104,DDOT GTFS
POINT (-83.24197799999996 42.350337000000025),TIPAWB,2315,4202,TIREMAN & PATTON,Tireman St & Patton St,42.350337,-83.241978,DDOT GTFS
POINT (-83.24158699999998 42.35006800000008),TIPAEB,2316,4203,TIREMAN & PATTON,Tireman St & Patton St,42.350068,-83.241587,DDOT GTFS
POINT (-83.23933899999997 42.35010500000004),TISTEB,2317,4204,TIREMAN & STOUT,Tireman St & Stout St,42.350105,-83.239339,DDOT GTFS
POINT (-83.23982799999999 42.350355000000036),TISTWB,2318,4205,TIREMAN & STOUT,Tireman St & Stout St,42.350355,-83.239828,DDOT GTFS
POINT (-83.23695699999996 42.35017700000003),TIVAEB,2319,4206,TIREMAN & VAUGHAN,Tireman St & Vaughan Ave,42.350177,-83.236957,DDOT GTFS
POINT (-83.23489299999994 42.350437000000056),TIPLWB,2320,4208,TIREMAN & PLAINVIEW,Tireman St & Plainview Ave,42.350437,-83.234893,DDOT GTFS
POINT (-83.23192399999994 42.35026800000003),TIMIEB,2321,4209,TIREMAN & MINOCK,Tireman St & Minock St,42.350268,-83.231924,DDOT GTFS
POINT (-83.23138699999998 42.35053700000003),TIWEWB,2322,4211,TIREMAN & WESTWOOD,Tireman St & Westwood St,42.350537,-83.231387,DDOT GTFS
POINT (-83.09960599999994 42.333717000000036),WGHUSB,2323,4212,GRAND BLVD & HUBBARD,W Grand Blvd & Hubbard St,42.333717,-83.099606,DDOT GTFS
POINT (-83.10138699999999 42.33545400000003),WGMASB,2324,4213,GRAND BLVD & MAGNOLIA,W Grand Blvd & Magnolia St,42.335454,-83.101387,DDOT GTFS
POINT (-83.10126399999996 42.33586500000007),WGMANB,2325,4214,GRAND BLVD & MAGNOLIA,W Grand Blvd & Magnolia Ave,42.335865,-83.101264,DDOT GTFS
POINT (-83.22963999999996 42.35032200000006),TIGREB,2326,4215,TIREMAN & GRANDVILLE,Tireman St & Grandville Ave,42.350322,-83.22964,DDOT GTFS
POINT (-83.22890699999994 42.35053700000003),TIPIWB,2327,4216,TIREMAN & PIEDMONT,Tireman St & Piedmont St,42.350537,-83.228907,DDOT GTFS
POINT (-83.22729399999997 42.350269000000026),TIWAEB,2328,4217,TIREMAN & WARWICK,Tireman St & Warwick St,42.350269,-83.227294,DDOT GTFS
POINT (-83.22651199999996 42.35053800000003),TIARWB,2329,4218,TIREMAN & ARTESIAN,Tireman St & Artesian Ave,42.350538,-83.226512,DDOT GTFS
POINT (-83.22482599999995 42.35027000000008),TISTEB,2330,4219,TIREMAN & STAHELIN,Tireman St & Stahelin Ave,42.35027,-83.224826,DDOT GTFS
POINT (-83.22387399999997 42.35053800000003),TIBRWB,2331,4220,TIREMAN & BRACE,Tireman St & Brace Ave,42.350538,-83.223874,DDOT GTFS
POINT (-83.22243199999997 42.35027000000008),TIGREB,2332,4221,TIREMAN & GREENVIEW,Tireman St & Greenview Ave,42.35027,-83.222432,DDOT GTFS
POINT (-83.22157699999997 42.350539000000026),TIFAWB,2333,4222,TIREMAN & FAUST,Tireman St & Faust Ave,42.350539,-83.221577,DDOT GTFS
POINT (-83.21991499999996 42.35027100000008),TIPEEB,2334,4223,TIREMAN & PENROD,Tireman St & Penrod St,42.350271,-83.219915,DDOT GTFS
POINT (-83.21915799999994 42.350539000000026),TIROWB,2335,4224,TIREMAN & ROSEMONT,Tireman St & Rosemont Ave,42.350539,-83.219158,DDOT GTFS
POINT (-83.21755699999994 42.35035200000004),TIASEB,2336,4225,TIREMAN & ASHTON,Tireman St & Ashton Ave,42.350352,-83.217557,DDOT GTFS
POINT (-83.21744799999999 42.35047700000007),SOTISB,2337,4227,SOUTHFIELD & TIREMAN,Southfield Fwy & Tireman St,42.350477,-83.217448,DDOT GTFS
POINT (-83.20559799999995 42.35080900000003),TIMEWB,2338,4232,TIREMAN & METTETAL,Tireman St & Mettetal St,42.350809,-83.205598,DDOT GTFS
POINT (-83.20284899999996 42.35084500000005),TIMAWB,2339,4234,TIREMAN & MANSFIELD,Tireman St & Mansfield St,42.350845,-83.202849,DDOT GTFS
POINT (-83.20123599999994 42.35066600000005),TIRUEB,2340,4235,TIREMAN & RUTHERFORD,Tireman St & Rutherford St,42.350666,-83.201236,DDOT GTFS
POINT (-83.20073499999995 42.35093400000005),TIFOWB,2341,4236,TIREMAN & FORRER,Tireman St & Forrer St,42.350934,-83.200735,DDOT GTFS
POINT (-83.19898799999999 42.35061300000007),TIMOEB,2342,4237,TIREMAN & MONTROSE,Tireman St & Montrose St,42.350613,-83.198988,DDOT GTFS
POINT (-83.20900699999999 42.35803500000003),JYGRWB,2343,4239,JOY RD & GRANDMONT,Joy Rd & Grandmont Ave,42.358035,-83.209007,DDOT GTFS
POINT (-83.20896999999997 42.35776700000008),JYGREB,2344,4240,JOY RD & GRANDMONT,Joy Rd & Grandmont Ave,42.357767,-83.20897,DDOT GTFS
POINT (-83.13845999999995 42.359838000000025),JYLVWBN,2345,4241,JOY RD & LIVERNOIS NEAR,Joy Rd & Livernois Ave,42.359838,-83.13846,DDOT GTFS
POINT (-83.19495699999999 42.35093400000005),TIWHWB,2346,4243,TIREMAN & WHITCOMB,Tireman St & Whitcomb St,42.350934,-83.194957,DDOT GTFS
POINT (-83.19339299999996 42.35066600000005),TIBAEB,2347,4244,TIREMAN & BARRIE,Tireman St & Barrie Ave,42.350666,-83.193393,DDOT GTFS
POINT (-83.19258699999995 42.35093400000005),TICOWB,2348,4245,TIREMAN & COYLE,Tireman St & Coyle St,42.350934,-83.192587,DDOT GTFS
POINT (-83.19079099999999 42.35107700000003),TITEWB,2349,4246,TIREMAN & TERRY,Tireman St & Terry St,42.351077,-83.190791,DDOT GTFS
POINT (-83.18837199999996 42.35086300000006),TIOREB,2350,4247,TIREMAN & ORCHARD,Tireman St & Orchard Ave,42.350863,-83.188372,DDOT GTFS
POINT (-83.18856799999998 42.351131000000066),TIMAWB,2351,4248,TIREMAN & MARLOWE,Tireman St & Marlowe St,42.351131,-83.188568,DDOT GTFS
POINT (-83.18607499999996 42.35114000000004),TISTWB,2352,4250,TIREMAN & STRATHMOOR,Tireman St & Strathmoor St,42.35114,-83.186075,DDOT GTFS
POINT (-83.18404699999996 42.351211000000035),TIMTWB,2353,4251,TIREMAN & MARK TWAIN,Tireman St & Mark Twain St,42.351211,-83.184047,DDOT GTFS
POINT (-83.18441399999995 42.35097900000005),TIANEB,2354,4252,TIREMAN & ANTHONY,Tireman St & Antony Ave,42.350979,-83.184414,DDOT GTFS
POINT (-83.17981999999995 42.351121000000035),TIMAEB,2355,4254,TIREMAN & MAPLE,Tireman St & Maple St,42.351121,-83.17982,DDOT GTFS
POINT (-83.18001599999997 42.35131800000005),TIDEWB,2356,4255,TIREMAN & DECATUR,Tireman St & Decatur St,42.351318,-83.180016,DDOT GTFS
POINT (-83.17736499999995 42.35115700000006),SFTISB,2357,4257,SCHAEFER & TIREMAN,Schaefer Hwy & Tireman St,42.351157,-83.177365,DDOT GTFS
POINT (-83.17702299999996 42.35143400000004),SFTINB,2358,4258,SCHAEFER & TIREMAN,Schaefer Hwy & Tireman St,42.351434,-83.177023,DDOT GTFS
POINT (-83.17479899999995 42.351192000000026),TIBIEB,2359,4260,TIREMAN & BINGHAM,Tireman St & Bingham St,42.351192,-83.174799,DDOT GTFS
POINT (-83.17418799999996 42.351496000000054),TICHWB,2360,4261,TIREMAN & CHEYENNE,Tireman St & Cheyenne St,42.351496,-83.174188,DDOT GTFS
POINT (-83.17246599999999 42.351263000000074),TIREEB,2361,4262,TIREMAN & REUTER,Tireman St & Reuter Ave,42.351263,-83.172466,DDOT GTFS
POINT (-83.17176899999998 42.35153100000008),TISOWB,2362,4264,TIREMAN & SORRENTO,Tireman St & Sorrento St,42.351531,-83.171769,DDOT GTFS
POINT (-83.16869099999997 42.35162900000006),TIAPWB,2363,4266,TIREMAN & APPOLINE,Tireman St & Appoline Ave,42.351629,-83.168691,DDOT GTFS
