the_geom,stop_code,OBJECTID,stop_id,stop_name,stop_desc,stop_lat,stop_lon,Source
POINT (-83.15580399999999 42.40973400000007),PROHWB,1656,2936,PURITAN & OHIO,Puritan St & Ohio Ave,42.409734,-83.155804,DDOT GTFS
POINT (-83.15436099999994 42.409501000000034),PRCHEB,1657,2937,PURITAN & CHERRYLAWN,Puritan St & Cherrylawn St,42.409501,-83.154361,DDOT GTFS
POINT (-83.15350499999994 42.40983200000005),PRNOWB,1658,2938,PURITAN & NORTHLAWN,Puritan St & Northlawn St,42.409832,-83.153505,DDOT GTFS
POINT (-83.15260099999995 42.40959900000007),PRCLEB,1659,2939,PURITAN & CLOVERLAWN,,42.409599,-83.152601,DDOT GTFS
POINT (-83.15103499999998 42.409831000000054),PRGRWB,1660,2940,PURITAN & GREENLAWN,Puritan St & Greenlawn St,42.409831,-83.151035,DDOT GTFS
POINT (-83.15031399999998 42.40957100000003),PRGREB,1661,2941,PURITAN & GREENLAWN,Puritan St & Greenlawn St,42.409571,-83.150314,DDOT GTFS
POINT (-83.14893199999995 42.409839000000034),PRTUWB,1662,2942,PURITAN & TURNER,Puritan Ave & Turner St,42.409839,-83.148932,DDOT GTFS
POINT (-83.14843099999996 42.40960600000005),PRTUEB,1663,2943,PURITAN & TURNER,Puritan St & Turner St,42.409606,-83.148431,DDOT GTFS
POINT (-83.14692699999995 42.40990100000005),PRLIWB,1664,2944,PURITAN & LILAC,Puritan St & Lilac St,42.409901,-83.146927,DDOT GTFS
POINT (-83.14585099999994 42.40966800000007),PRSAEB,1665,2945,PURITAN & SAN JUAN,Puritan St & San Juan Dr,42.409668,-83.145851,DDOT GTFS
POINT (-83.14499499999994 42.40993600000007),PRPRWB,1666,2946,PURITAN & PRAIRIE,Puritan St & Prairie St,42.409936,-83.144995,DDOT GTFS
POINT (-83.14336899999995 42.40966700000007),PRMOEB,1667,2947,PURITAN & MONICA,Puritan Ave & Monica St,42.409667,-83.143369,DDOT GTFS
POINT (-83.14286799999996 42.409935000000075),PRSAWB,1668,2948,PURITAN & SANTA ROSA,Puritan Ave & Santa Rosa Dr,42.409935,-83.142868,DDOT GTFS
POINT (-83.14131499999996 42.40966600000007),PRSTEB,1669,2949,PURITAN & STOEPEL,Puritan Ave & Stoepel St,42.409666,-83.141315,DDOT GTFS
POINT (-83.14032399999996 42.40991600000007),LVPUNB,1670,2951,LIVERNOIS & PURITAN,Livernois Ave & Puritan Ave,42.409916,-83.140324,DDOT GTFS
POINT (-83.14065499999998 42.40952200000004),LVPUSB,1671,2953,LIVERNOIS & PURITAN,Livernois Ave & Puritan Ave,42.409522,-83.140655,DDOT GTFS
POINT (-83.13973799999997 42.40993400000008),PRPEWB,1672,2955,PURITAN & PETOSKEY,Puritan Ave & Petoskey Ave,42.409934,-83.139738,DDOT GTFS
POINT (-83.13743899999997 42.409932000000026),PRHOWB,1673,2956,PURITAN & HOLMUR,Puritan St & Holmur St,42.409932,-83.137439,DDOT GTFS
POINT (-83.13693799999999 42.40966400000008),PRHOEB,1674,2958,PURITAN & HOLMUR,Puritan St & Holmur St,42.409664,-83.136938,DDOT GTFS
POINT (-83.13674199999997 42.409932000000026),PRDEWB,1675,2959,PURITAN & DEXTER,Puritan St & Dexter Ave,42.409932,-83.136742,DDOT GTFS
POINT (-83.13674199999997 42.40966400000008),PRDEEB,1676,2960,PURITAN & DEXTER,Puritan St & Dexter Ave,42.409664,-83.136742,DDOT GTFS
POINT (-83.13465099999996 42.410074000000066),FAPUNB,1677,2961,FAIRFIELD & PURITAN,Fairfield St & Puritan St,42.410074,-83.134651,DDOT GTFS
POINT (-83.13460199999997 42.40967200000006),PRFAEB,1678,2962,PURITAN & FAIRFIELD,Puritan St & Fairfield Ave,42.409672,-83.134602,DDOT GTFS
POINT (-83.13505499999997 42.409913000000074),PRFAWB,1679,2963,PURITAN & FAIRFIELD,Puritan Ave & Fairfield St,42.409913,-83.135055,DDOT GTFS
POINT (-83.13336699999996 42.409868000000074),PRMUEB,1680,2964,PURITAN & MUIRLAND,Puritan St & Muirland St,42.409868,-83.133367,DDOT GTFS
POINT (-83.13366099999996 42.410127000000045),PMUWB,1681,2965,PURITAN & MUIRLAND,Puritan St & Muirland St,42.410127,-83.133661,DDOT GTFS
POINT (-83.13265799999994 42.41013600000008),PRWIWB,1682,2967,PURITAN & WILDEMERE,Puritan St & Wildemere St,42.410136,-83.132658,DDOT GTFS
POINT (-83.13126399999999 42.40986700000008),PRPAEB,1683,2968,PURITAN & PARKSIDE,Puritan St & Parkside St,42.409867,-83.131264,DDOT GTFS
POINT (-83.12973599999998 42.409902000000045),PRLAEB,1684,2969,PURITAN & LAWTON,Puritan St & Lawton Ave,42.409902,-83.129736,DDOT GTFS
POINT (-83.13010199999997 42.41020600000007),PRLAWB,1685,2970,PURITAN & LAWTON,Puritan St & Lawton Ave,42.410206,-83.130102,DDOT GTFS
POINT (-83.12775499999998 42.40991900000006),LNPUSB,1686,2971,LINWOOD & PURITAN,Linwood St & Puritan St,42.409919,-83.127755,DDOT GTFS
POINT (-83.12733899999995 42.40996300000006),PRLIEB,1687,2972,PURITAN & LINWOOD,Puritan St & Linwood St,42.409963,-83.127339,DDOT GTFS
POINT (-83.12793799999997 42.410232000000065),PRLIWB,1688,2973,PURITAN & LINWOOD,Puritan St & Linwood St,42.410232,-83.127938,DDOT GTFS
POINT (-83.12656899999996 42.41023100000007),PRNOWB,1689,2974,PURITAN & NORMANDY,Puritan St & Normandy St,42.410231,-83.126569,DDOT GTFS
POINT (-83.12500399999999 42.41006900000008),PRLAEB,1690,2975,PURITAN & LASALLE,Puritan St & La Salle Ave,42.410069,-83.125004,DDOT GTFS
POINT (-83.12406199999998 42.41033700000003),PRBAWB,1691,2976,PURITAN & BAYLIS,Puritan St & Baylis Ave,42.410337,-83.124062,DDOT GTFS
POINT (-83.12241199999994 42.41010400000005),PRINEB,1692,2977,PURITAN & INVERNESS,Puritan St & Inverness St,42.410104,-83.122412,DDOT GTFS
POINT (-83.12132299999996 42.410514000000035),PRLOWB,1693,2978,PURITAN & LOG CABIN,Log Cabin St & Puritan St,42.410514,-83.121323,DDOT GTFS
POINT (-83.12014999999997 42.41020100000003),PR14EB,1694,2979,PURITAN & 14TH,Puritan St & 14th St,42.410201,-83.12015,DDOT GTFS
POINT (-83.11858399999994 42.41053100000005),PR12WB,1695,2980,PURITAN & 12TH (ROSA PARKS),Puritan St & Rosa Parks Blvd,42.410531,-83.118584,DDOT GTFS
POINT (-83.11813199999995 42.41027100000008),PR12EB,1696,2982,PURITAN & 12TH (ROSA PARKS),Puritan St & Rosa Parks Blvd,42.410271,-83.118132,DDOT GTFS
POINT (-83.11599199999995 42.41018900000006),PRJOEB,1697,2984,PURITAN & JOSLYN,Puritan Ave & Joslyn St,42.410189,-83.115992,DDOT GTFS
POINT (-83.11040599999995 42.409050000000036),HMMINB,1698,2986,HAMILTON & MIDLAND,Hamilton Ave & Midland St,42.40905,-83.110406,DDOT GTFS
POINT (-83.11039499999998 42.40844100000004),HMMISB,1699,2987,HAMILTON & MIDLAND,Hamilton Ave & Midland Ave,42.408441,-83.110395,DDOT GTFS
POINT (-83.10940499999998 42.407609000000036),HMPINB,1700,2988,HAMILTON & PITKIN,Hamilton Ave & Pitkin St,42.407609,-83.109405,DDOT GTFS
POINT (-83.11558799999995 42.41053800000003),PRMOWB,1701,2991,PURITAN & MOSS,Puritan Ave & Moss Ave,42.410538,-83.115588,DDOT GTFS
POINT (-83.07282799999996 42.357368000000065),THKBSB,1702,2996,3RD & KIRBY,3rd St & Merrick St,42.357368,-83.072828,DDOT GTFS
POINT (-83.10159499999997 42.40587700000003),MH2NEB,1703,3002,MANCHESTER & 2ND,Manchester St & 2nd Ave,42.405877,-83.101595,DDOT GTFS
POINT (-83.10017099999999 42.41015100000004),WDSEANB,1704,3005,WOODWARD & SEARS,Woodward Ave & Sears St,42.410151,-83.100171,DDOT GTFS
POINT (-83.10028099999994 42.409722000000045),WDSEASB,1705,3007,WOODWARD & SEARS,Woodward Ave & Sears St,42.409722,-83.100281,DDOT GTFS
POINT (-83.20890699999995 42.41546400000004),MCASEB,1706,3010,MC NICHOLS & ASBURY PARK,W Mcnichols Rd & Asbury Park,42.415464,-83.208907,DDOT GTFS
POINT (-83.17143999999996 42.41632100000004),MCLOEB,1707,3012,MC NICHOLS & LODGE FREEWAY,W Mcnichols Rd & James Couzens Fwy,42.416321,-83.17144,DDOT GTFS
POINT (-83.17288299999996 42.416491000000065),MCJAWB,1708,3013,MC NICHOLS & JAMES COUZENS,W Mcnichols Rd & James Couzens Fwy,42.416491,-83.172883,DDOT GTFS
POINT (-83.17000899999994 42.41636500000004),MCMEEB,1709,3017,MC NICHOLS & MEYERS,W Mc Nichols Rd & Meyers Rd,42.416365,-83.170009,DDOT GTFS
POINT (-83.17061999999999 42.41658000000007),MCMEWB,1710,3018,MC NICHOLS & MEYERS,W Mcnichols Rd & Meyers Rd,42.41658,-83.17062,DDOT GTFS
POINT (-83.16775899999999 42.416401000000064),MCMOEB,1711,3019,MC NICHOLS & MONTE VISTA,W Mc Nichols Rd & Monte Vista Ave,42.416401,-83.167759,DDOT GTFS
POINT (-83.16713499999997 42.416660000000036),MCPIWB,1712,3020,MC NICHOLS & PINEHURST,W Mc Nichols Rd & Pinehurst St,42.41666,-83.167135,DDOT GTFS
POINT (-83.13528999999994 42.406461000000036),BDMINB,1713,3022,BELDEN & MIDLAND,Belden St & Midland Ave,42.406461,-83.13529,DDOT GTFS
POINT (-83.13576399999994 42.40970800000008),BDPUSB,1714,3024,BELDEN & PURITAN,Belden St & Puritan Ave,42.409708,-83.135764,DDOT GTFS
POINT (-83.11370199999999 42.413756000000035),HMFLNB,1715,3026,HAMILTON & FLORENCE,Hamilton Ave & Florence St,42.413756,-83.113702,DDOT GTFS
POINT (-83.11386099999999 42.41339000000005),HMFLSB,1716,3027,HAMILTON & FLORENCE,Hamilton Ave & Florence St,42.41339,-83.113861,DDOT GTFS
POINT (-83.11292099999997 42.41204800000003),HMEASB,1717,3028,HAMILTON & EASON,Hamilton Ave & Eason St,42.412048,-83.112921,DDOT GTFS
POINT (-83.11300599999998 42.41271800000004),HMEANB,1718,3029,HAMILTON & EASON,Hamilton Ave & Eason Ave,42.412718,-83.113006,DDOT GTFS
POINT (-83.11155399999996 42.41033800000008),HMPUSB,1719,3032,HAMILTON & PURITAN,Hamilton Ave & Puritan St,42.410338,-83.111554,DDOT GTFS
POINT (-83.11156599999998 42.41071400000004),HMPUNB,1720,3033,HAMILTON & PURITAN,Hamilton Ave & Puritan St,42.410714,-83.111566,DDOT GTFS
POINT (-83.23534599999994 42.33001000000007),EVFOSB,1721,3037,EVERGREEN & FORD ROAD,Evergreen Rd & Lone Oak Dr,42.33001,-83.235346,DDOT GTFS
POINT (-83.23495599999995 42.332246000000055),EVKINB,1722,3039,EVERGREEN & KIRKWOOD,Evergreen Rd & Kirkwood Ave,42.332246,-83.234956,DDOT GTFS
POINT (-83.23516599999994 42.33577900000006),EVPANB,1723,3043,EVERGREEN & PAUL,Evergreen Rd & Paul Ave,42.335779,-83.235166,DDOT GTFS
POINT (-83.23538499999995 42.335394000000065),EVPASB,1724,3044,EVERGREEN & PAUL,Evergreen Rd & Paul Ave,42.335394,-83.235385,DDOT GTFS
POINT (-83.23503099999994 42.335484000000065),PAEVEB,1725,3045,PAUL & EVERGREEN,Paul Ave & Evergreen Ave,42.335484,-83.235031,DDOT GTFS
POINT (-83.23315099999996 42.33593100000007),PAAUWB,1726,3046,PAUL & AUBURN,Paul Ave & Auburn Ave,42.335931,-83.233151,DDOT GTFS
POINT (-83.23148899999995 42.335690000000056),PAMIEB,1727,3047,PAUL & MINOCK,Paul St & Minock St,42.33569,-83.231489,DDOT GTFS
POINT (-83.23060999999996 42.33602200000007),PAWEWB,1728,3048,PAUL & WESTWOOD,Paul St & Westwood St,42.336022,-83.23061,DDOT GTFS
POINT (-83.22908299999995 42.33577200000008),PAGREB,1729,3049,PAUL & GRANDVILLE,Paul St & Grandville Ave,42.335772,-83.229083,DDOT GTFS
POINT (-83.22835099999998 42.33602200000007),PAPIWB,1730,3050,PAUL & PIEDMONT,Paul St & Piedmont St,42.336022,-83.228351,DDOT GTFS
POINT (-83.22690899999998 42.33576300000004),PAWAEB,1731,3051,PAUL & WARWICK,Paul St & Warwick St,42.335763,-83.226909,DDOT GTFS
POINT (-83.22595699999994 42.336032000000046),PAARWB,1732,3052,PAUL & ARTESIAN,Paul St & Artesian Ave,42.336032,-83.225957,DDOT GTFS
POINT (-83.22427099999999 42.33576400000004),PASTEB,1733,3053,PAUL & STAHELIN,Paul Ave & Stahelin Ave,42.335764,-83.224271,DDOT GTFS
POINT (-83.22337899999997 42.336032000000046),PABRWB,1734,3054,PAUL & BRACE,Paul Ave & Brace St,42.336032,-83.223379,DDOT GTFS
POINT (-83.22207199999997 42.335871000000054),PAGREB,1735,3055,PAUL & GREENVIEW,Paul St & Greenview Ave,42.335871,-83.222072,DDOT GTFS
POINT (-83.22094899999996 42.336122000000046),PAFAWB,1736,3056,PAUL & FAUST,Paul St & Faust Ave,42.336122,-83.220949,DDOT GTFS
POINT (-83.21950799999996 42.335863000000074),PAPEEB,1737,3057,PAUL & PENROD,Paul St & Penrod St,42.335863,-83.219508,DDOT GTFS
POINT (-83.21854299999995 42.33613100000008),PAROWB,1738,3058,PAUL & ROSEMONT,Paul St & Rosemont Ave,42.336131,-83.218543,DDOT GTFS
POINT (-83.21701599999994 42.33593500000006),PAASEB,1739,3059,PAUL & ASHTON,Paul St & Ashton Ave,42.335935,-83.217016,DDOT GTFS
POINT (-83.21587999999997 42.33618500000006),SOPANB,1740,3060,SOUTHFIELD & PAUL,Southfield Fwy & Paul Ave,42.336185,-83.21588,DDOT GTFS
POINT (-83.21672299999994 42.33615000000003),PASOWB,1741,3061,PAUL & SOUTHFIELD,Paul St & Southfield Fwy,42.33615,-83.216723,DDOT GTFS
POINT (-83.21601799999996 42.34813400000007),SODINB,1742,3062,SOUTHFIELD & DIVERSEY,Southfield Fwy & Diversey Ave,42.348134,-83.216018,DDOT GTFS
POINT (-83.21610699999997 42.361451000000045),SOCANB,1743,3065,SOUTHFIELD & CATHEDRAL,Southfield Fwy & Cathedral Ave,42.361451,-83.216107,DDOT GTFS
POINT (-83.21714499999996 42.361263000000065),SOCASB,1744,3066,SOUTHFIELD & CATHEDRAL,Southfield Fwy & Cathedral St,42.361263,-83.217145,DDOT GTFS
POINT (-83.21776899999998 42.364366000000075),FZASNB,1745,3067,FITZPATRICK & ASHTON,Fitzpatrick St & Ashton Ave,42.364366,-83.217769,DDOT GTFS
POINT (-83.21611999999999 42.365019000000075),SOCHNB,1788,3178,SOUTHFIELD & CHICAGO,Southfield Fwy & W Chicago St,42.365019,-83.21612,DDOT GTFS
POINT (-83.21720699999997 42.36353500000007),SOFZSB,1746,3068,SOUTHFIELD & FITZPATRICK,Southfield Frwy Service Dr & Fitzpatrick St,42.363535,-83.217207,DDOT GTFS
POINT (-83.21274399999999 42.35064700000004),TIRUWB,1747,3069,TIREMAN & RUTLAND,Rutland St & Tireman St,42.350647,-83.212744,DDOT GTFS
POINT (-83.21293999999995 42.35047700000007),TIRUEB,1748,3071,TIREMAN & RUTLAND,Tireman St & Rutland St,42.350477,-83.21294,DDOT GTFS
POINT (-83.21449299999995 42.358017000000075),JYLOWB,1749,3078,JOY RD & LONGACRE,Joy Rd & Longacre St,42.358017,-83.214493,DDOT GTFS
POINT (-83.21046099999995 42.35793700000005),JYABWB,1750,3085,JOY RD & ABINGTON ROAD,Joy Rd & Abington Ave,42.357937,-83.210461,DDOT GTFS
POINT (-83.21651399999996 42.37678000000005),SOCANB,1751,3089,SOUTHFIELD & CAPITOL,Southfield Fwy & Capitol Ave,42.37678,-83.216514,DDOT GTFS
POINT (-83.21690699999994 42.38442700000007),SODANB,1752,3093,SOUTHFIELD & DAVISON,Southfield Fwy & W Davison Ave,42.384427,-83.216907,DDOT GTFS
POINT (-83.21741099999997 42.39386300000007),SOLYNB,1753,3099,SOUTHFIELD & LYNDON,Southfield Fwy & Lyndon Ave,42.393863,-83.217411,DDOT GTFS
POINT (-83.21847499999996 42.39364800000004),SOLYSB,1754,3100,SOUTHFIELD & LYNDON,Southfield Fwy & Lyndon Ave,42.393648,-83.218475,DDOT GTFS
POINT (-83.21968099999998 42.41882600000008),SOOUSB,1755,3106,SOUTHFIELD & OUTER DRIVE,Southfield Fwy & W Outer Dr,42.418826,-83.219681,DDOT GTFS
POINT (-83.21842099999998 42.41917500000005),SOOUNB,1756,3108,SOUTHFIELD & OUTER DRIVE (FAR),Southfield Fwy & W Outer Dr,42.419175,-83.218421,DDOT GTFS
POINT (-83.21975499999996 42.422484000000054),SOCUSB,1757,3109,SOUTHFIELD & CURTIS,Southfield Fwy & Curtis Ave,42.422484,-83.219755,DDOT GTFS
POINT (-83.21851999999996 42.422780000000046),SOCUNB,1758,3110,SOUTHFIELD & CURTIS,Southfield Fwy & Curtis Ave,42.42278,-83.21852,DDOT GTFS
POINT (-83.21450799999997 42.41889800000007),WOOAEB,1759,3111,OUTER DRIVE & OAKFIELD,W Outer Dr & Oakfield St,42.418898,-83.214508,DDOT GTFS
POINT (-83.21483799999999 42.41912200000007),WOOAWB,1760,3112,OUTER DR & OAKFIELD,W Outer Dr & Oakfield St,42.419122,-83.214838,DDOT GTFS
POINT (-83.22005099999996 42.42962200000005),SO7MSB,1761,3114,SOUTHFIELD & 7 MILE,Southfield Fwy & W 7 Mile Rd,42.429622,-83.220051,DDOT GTFS
POINT (-83.21922199999995 42.43716200000006),SOPENB,1762,3116,SOUTHFIELD & PEMBROKE,Southfield Fwy & Pembroke Ave,42.437162,-83.219222,DDOT GTFS
POINT (-83.22024899999997 42.43697400000008),SOPESB,1763,3117,SOUTHFIELD & PEMBROKE,Southfield Fwy & Pembroke Ave,42.436974,-83.220249,DDOT GTFS
POINT (-83.21489299999996 42.44438100000008),8MRWB,1764,3130,EIGHT MILE & RUTLAND,W 8 Mile Rd & Rutland Dr,42.444381,-83.214893,DDOT GTFS
POINT (-83.20486199999993 42.446341000000075),NHNONB,1765,3141,NORTHLAND DR. & NORTHWESTERN HWY,Northland Dr & Mansfield St,42.446341,-83.204862,DDOT GTFS
POINT (-83.22567899999996 42.343106000000034),WRAREB,1766,3144,WARREN & ARTESIAN,W Warren Ave & Artesian Ave,42.343106,-83.225679,DDOT GTFS
POINT (-83.22621599999997 42.343338000000074),WRARWB,1767,3145,WARREN & ARTESIAN,W Warren Ave & Artesian Ave,42.343338,-83.226216,DDOT GTFS
POINT (-83.22312599999998 42.343071000000066),WRBREB,1768,3146,WARREN & BRACE,W Warren Ave & Brace St,42.343071,-83.223126,DDOT GTFS
POINT (-83.22252699999996 42.34333900000007),WRGRWB,1769,3147,WARREN & GREENVIEW,W Warren Ave & Greenview Ave,42.343339,-83.222527,DDOT GTFS
POINT (-83.22074399999997 42.343116000000066),WRFAEB,1770,3148,WARREN & FAUST,W Warren Ave & Faust Ave,42.343116,-83.220744,DDOT GTFS
POINT (-83.22019399999994 42.34341100000006),WRPEWB,1771,3149,WARREN & PENROD,W Warren Ave & Penrod St,42.343411,-83.220194,DDOT GTFS
POINT (-83.21836199999996 42.34317000000004),WRROEB,1772,3150,WARREN & ROSEMONT,W Warren Ave & Rosemont Ave,42.34317,-83.218362,DDOT GTFS
POINT (-83.21724999999998 42.34312500000004),WRASEB,1773,3151,WARREN & ASHTON,W Warren Ave & Ashton Ave,42.343125,-83.21725,DDOT GTFS
POINT (-83.21619999999996 42.34322400000008),WRSOEB,1774,3152,WARREN & SOUTHFIELD,W Warren Ave & Southfield Fwy,42.343224,-83.2162,DDOT GTFS
POINT (-83.21707899999996 42.34335800000008),WRSOWB,1775,3153,WARREN & SOUTHFIELD,W Warren Ave & Southfield Fwy,42.343358,-83.217079,DDOT GTFS
POINT (-83.22671099999997 42.35773700000004),JYARWB,1776,3157,JOY RD & ARTESIAN,Joy Rd & Artesian Ave,42.357737,-83.226711,DDOT GTFS
POINT (-83.22496399999994 42.35755000000006),JYSTEB,1777,3158,JOY RD & STAHELIN,Joy Rd & Stahelin Ave,42.35755,-83.224964,DDOT GTFS
POINT (-83.22421799999995 42.357747000000074),JYBRWB,1778,3159,JOY RD & BRACE,Joy Rd & Brace Ave,42.357747,-83.224218,DDOT GTFS
POINT (-83.22262999999998 42.35756800000007),JYGREB,1779,3160,JOY RD & GREENVIEW,Joy Rd & Greenview Ave,42.357568,-83.22263,DDOT GTFS
POINT (-83.22645699999998 42.36476700000003),CGAREB,1780,3161,CHICAGO & ARTESIAN,W Chicago St & Artesian St,42.364767,-83.226457,DDOT GTFS
POINT (-83.22557699999999 42.36503600000003),CGSTWB,1781,3162,CHICAGO & STAHELIN,W Chicago St & Stahelin Ave,42.365036,-83.225577,DDOT GTFS
POINT (-83.22408699999994 42.36482100000006),CGBREB,1782,3163,CHICAGO & BRACE,W Chicago Rd & Brace Ave,42.364821,-83.224087,DDOT GTFS
POINT (-83.22187299999996 42.357837000000075),JYFAWB,1783,3165,JOY RD & FAUST,Joy Rd & Faust Ave,42.357837,-83.221873,DDOT GTFS
POINT (-83.21762099999995 42.357721000000026),JYSONS,1784,3168,JOY RD & SOUTHFIELD NEAR,Joy Rd & Southfield Fwy,42.357721,-83.217621,DDOT GTFS
POINT (-83.21885699999996 42.36471500000005),FZCHSB,1785,3173,FITZPATRICK & CHICAGO,Fitzpatrick St & W Chicago St,42.364715,-83.218857,DDOT GTFS
POINT (-83.21855099999993 42.36482200000006),CGFIEB,1786,3174,CHICAGO & FITZPATRICK,W Chicago St & Fitzpatrick St,42.364822,-83.218551,DDOT GTFS
POINT (-83.21736599999997 42.36498300000005),SOCHSB,1787,3177,SOUTHFIELD & CHICAGO,US 39 & W Chicago St,42.364983,-83.217366,DDOT GTFS
POINT (-83.21586299999996 42.36516300000005),CGARWB,1789,3179,CHICAGO & ARCHDALE,W Chicago St & Archdale St,42.365163,-83.215863,DDOT GTFS
POINT (-83.21418899999998 42.36496600000004),CGLOEB,1790,3180,CHICAGO & LONGACRE,W Chicago Rd & Longacre St,42.364966,-83.214189,DDOT GTFS
POINT (-83.21423299999998 42.34351000000004),WRLOWB,1791,3181,WARREN & LONGACRE,W Warren Ave & Longacre St,42.34351,-83.214233,DDOT GTFS
POINT (-83.21254699999997 42.34326900000008),WRRUEB,1792,3182,WARREN & RUTLAND,W Warren Ave & Rutland St,42.343269,-83.212547,DDOT GTFS
POINT (-83.21191199999998 42.343537000000026),WRCLWB,1793,3183,WARREN & CLAYBURN,W Warren Ave & Clayburn St,42.343537,-83.211912,DDOT GTFS
POINT (-83.20854099999997 42.34331400000008),WRGREB,1794,3184,WARREN & GRANDMONT,W Warren Ave & Grandmont Ave,42.343314,-83.208541,DDOT GTFS
POINT (-83.20915099999996 42.34359100000006),WRGRWB,1795,3185,WARREN & GRANDMONT,,42.343591,-83.209151,DDOT GTFS
POINT (-83.21349299999997 42.365234000000044),CGRUWB,1796,3186,CHICAGO & RUTLAND,W Chicago Rd & Rutland St,42.365234,-83.213493,DDOT GTFS
POINT (-83.21178199999997 42.36497500000007),CGMEEB,1797,3187,CHICAGO & MEMORIAL,W Chicago St & Memorial St,42.364975,-83.211782,DDOT GTFS
POINT (-83.21085299999999 42.365226000000064),CGABWB,1798,3188,CHICAGO & ABINGTON,W Chicago St & Abington Ave,42.365226,-83.210853,DDOT GTFS
POINT (-83.20934999999997 42.36499300000003),CGGREB,1799,3189,CHICAGO & GRANDMONT,W Chicago St & Grandmont Rd,42.364993,-83.20935,DDOT GTFS
POINT (-83.20848299999994 42.36531500000007),CGWOWB,1800,3190,CHICAGO & WOODMONT,W Chicago St & Woodmont Rd,42.365315,-83.208483,DDOT GTFS
POINT (-83.22908299999995 42.41507700000005),MCSUEB,1801,3191,MC NICHOLS & SUNDERLAND,W Mcnichols Rd & Sunderland Rd,42.415077,-83.229083,DDOT GTFS
POINT (-83.22702799999996 42.415283000000045),MCSTWB,1802,3192,MC NICHOLS & STAHELIN,W Mcnichols Rd & Stahelin Ave,42.415283,-83.227028,DDOT GTFS
POINT (-83.22405699999996 42.415113000000076),MCGREB,1803,3193,MC NICHOLS & GREENVIEW,W Mcnichols Rd & Greenview Ave,42.415113,-83.224057,DDOT GTFS
POINT (-83.22398399999997 42.41538200000008),MCGLWB,1804,3194,MC NICHOLS & GLASTONBURY,W Mcnichols Rd & Glastonbury Rd,42.415382,-83.223984,DDOT GTFS
POINT (-83.22123199999999 42.415275000000065),MCROEB,1805,3195,MC NICHOLS & ROSEMONT,W Mcnichols Rd & Rosemont Ave,42.415275,-83.221232,DDOT GTFS
POINT (-83.08462899999995 42.41851100000008),MCOREB,1806,3199,MC NICHOLS & ORLEANS,E Mcnichols Rd & Orleans St,42.418511,-83.084629,DDOT GTFS
POINT (-83.21682999999996 42.41557100000006),MCARWB,1807,3200,MC NICHOLS & ARCHDALE,W Mcnichols Rd & Archdale St,42.415571,-83.21683,DDOT GTFS
POINT (-83.21539999999999 42.415365000000065),MCHAEB,1808,3201,MC NICHOLS & HARLOW,W Mcnichols Rd & Harlow St,42.415365,-83.2154,DDOT GTFS
POINT (-83.21366299999994 42.41566100000006),MCLIWB,1809,3203,MC NICHOLS & LINDSAY,W Mcnichols Rd & Lindsay St,42.415661,-83.213663,DDOT GTFS
POINT (-83.21199999999999 42.41546400000004),MCGIEB,1810,3204,MC NICHOLS & GILCHRIST,W Mcnichols Rd & Gilchrist St,42.415464,-83.212,DDOT GTFS
POINT (-83.21038599999997 42.41567900000007),MCFEWB,1811,3205,MC NICHOLS & FERGUSON,W Mcnichols Rd & Ferguson St,42.415679,-83.210386,DDOT GTFS
POINT (-83.21366399999994 42.41931000000005),WOLIWB,1812,3206,OUTER DR & LINDSAY,W Outer Dr & Lindsay St,42.41931,-83.213664,DDOT GTFS
